orgid,organization,lat,long,accuracy,address_type,formatted_address,AB_nonprofit_flag,Calgary_Foundation_flag,CRA_donee_flag,Google_Place_flag,Postal Code,street,quadrant,calgary_ward_2017_label,ahs_local_code,AHS_Local_Name,CFSAUID,FSA_id,CFSAUID_EDIT_add_lowercase,comm_code,community_name,CTUID
369,NORTH EAST FAMILY CONNECTIONS SOCIETY,51.1045318,-113.9462979,establishment,"establishment,point_of_interest","95 Falshire Dr NE, Calgary, AB T3J 1P7, Canada",Y,Y,Y,N,T3J1P7,95 Falshire Dr NE,NE,WARD 5,Z2.2.A.01,CALGARY - UPPER NE,T3J,83,T3J,FAL,FALCONRIDGE,8250038.17
371,NORTHBOW EDUCATIONAL FOUNDATION,51.0767,-114.11738,establishment,"establishment,point_of_interest","2435 27 Ave NW, Calgary, AB T2M 2K1, Canada",Y,N,N,Y,T2M2K1,2435 27 Ave NW,NW,WARD 7,Z2.1.C.03,CALGARY - NOSEHILL,T2M,41,T2M,BNF,BANFF TRAIL,8250065.00
372,NORTHERN HILLS COMMUNITY ASSOCIATION (NHCA),51.1594839,-114.0660506,establishment,"establishment,point_of_interest","11950 Country Village Link NE, Calgary, AB T3K 6E3, Canada",N,N,N,Y,T3K6E3,11950 Country Village Link NE,NE,WARD 3,Z2.1.B.02,CALGARY - NORTH,T3K,158,T3K,CHV,COUNTRY HILLS VILLAGE,8250076.22
373,NORTHERNSTAR MOTHERS MILK BANK,50.992897,-114.068552,establishment,"establishment,point_of_interest","6712 Fisher St SE #160, Calgary, AB T2H 2A7, Canada",N,Y,Y,N,T2H2A7,6712 Fisher St SE #160,SE,WARD 9,Z2.4.E.05,CALGARY - FISH CREEK,T2H,35,T2H,FVI,FAIRVIEW INDUSTRIAL,8250012.00
1006,NORTHWEST COMMUNITY HEALTH CENTRE,51.1225646,-114.1969162,establishment,"establishment,health,point_of_interest","1829 Ranchlands Blvd NW #109, Calgary, AB T3G 2A7, Canada",N,N,N,Y,T3G2A7,1829 Ranchlands Blvd NW #109,NW,WARD 2,Z2.1.A.01,CALGARY - UPPER NW,T3G,9,T3G,RAN,RANCHLANDS,8250077.04
374,NPOWER CANADA,51.0468188,-114.0782217,establishment,"establishment,point_of_interest","727 7 Ave SW Suite 120, Calgary, AB T2P 0Z5, Canada",N,Y,N,N,T2P0Z5,727 7 Ave SW Suite 120,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
376,NU ENERGY LASER THERAPY,51.042402,-114.0876502,establishment,"establishment,health,point_of_interest","1111 10 St SW, Calgary, AB T2R 0P4, Canada",N,N,N,Y,T2R0P4,1111 10 St SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250045.00
377,NURSE NEXT DOOR SENIOR HOME CARE SERVICES - CALGARY,51.014734,-114.0505166,establishment,"establishment,health,point_of_interest","4411 6 St SE #180, Calgary, AB T2G 4E8, Canada",N,N,N,Y,T2G4E8,4411 6 St SE #180,SE,WARD 9,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,MNI,MANCHESTER INDUSTRIAL,8250032.00
378,ONE EXECUTIVE PLACE,51.0688706,-114.1163393,establishment,"establishment,point_of_interest","1804-1958 24 St NW, Calgary, AB T2M 0M5, Canada",N,N,N,Y,T2M0M5,1804-1958 24 St NW,NW,WARD 7,Z2.1.C.03,CALGARY - NOSEHILL,T2M,41,T2M,BNF,BANFF TRAIL,8250065.00
379,OPERATION EYESIGHT,51.0584544,-114.1360321,establishment,"establishment,point_of_interest","4 Parkdale Crescent NW #200, Calgary, AB T2N 3T8, Canada",N,Y,Y,N,T2N3T8,4 Parkdale Crescent NW #200,NW,WARD 7,Z2.1.E.05,CALGARY - WEST BOW,T2N,105,T2N,PKD,PARKDALE,8250054.00
380,OUR LADY OF PERPETUAL HELP CHURCH,51.055151,-114.051435,church,"church,establishment,place_of_worship,point_of_interest","400 Edmonton Trail NE, Calgary, AB T2E 3S4, Canada",N,N,Y,Y,T2E3S4,400 Edmonton Trail NE,NE,WARD 9,Z2.1.F.06,CALGARY - CENTRE NORTH,T2E,4,T2E,BRD,BRIDGELAND/RIVERSIDE,8250041.00
381,OXFORD HOUSE FOUNDATION,51.0906676,-114.002577,establishment,"establishment,health,point_of_interest","4321 23b St NE #1B, Calgary, AB T2E 7V9, Canada",N,Y,Y,N,T2E7V9,4321 23b St NE #1B,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,NAW,NORTH AIRWAYS,8250061.00
382,PACEKIDS PROGRAMS,51.1024772,-114.0440588,establishment,"establishment,point_of_interest,school","808 55 Ave NE, Calgary, AB T2E 6Y4, Canada",N,Y,Y,N,T2E6Y4,808 55 Ave NE,NE,WARD 5,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,SKE,SKYLINE EAST,8250061.00
383,PALIX FOUNDATION,51.0414406,-114.0598869,establishment,"establishment,point_of_interest","1100 1 St SE #540, Calgary, AB T2G 1B1, Canada",N,N,N,Y,T2G1B1,1100 1 St SE #540,SE,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
384,PALS PET ACCESS LEAGUE SOCIETY,51.07922,-114.0093693,establishment,"establishment,point_of_interest","3019 21 St NE, Calgary, AB T2E 7T1, Canada",Y,Y,Y,N,T2E7T1,3019 21 St NE,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,SAW,SOUTH AIRWAYS,8250061.00
386,PARKDALE NIFTY FIFTIES,51.0602022,-114.1369823,establishment,"establishment,point_of_interest","3512 5 Ave NW, Calgary, AB T2N 0V7, Canada",N,N,N,Y,T2N0V7,3512 5 Ave NW,NW,WARD 7,Z2.1.E.05,CALGARY - WEST BOW,T2N,105,T2N,PKD,PARKDALE,8250054.00
387,PARKS FOUNDATION CALGARY THE,51.0403195,-114.0676989,establishment,"establishment,point_of_interest","225 13 Ave SW, Calgary, AB T2R 1N8, Canada",N,N,Y,Y,T2R1N8,225 13 Ave SW,SW,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250031.00
388,PARKVIEW VILLAGE SENIORS HOUSING,51.0714382,-114.0897024,establishment,"establishment,health,point_of_interest","1234 21 Ave Nw, Calgary, AB T2M 4R7, Canada",N,N,N,Y,T2M4R7,1234 21 Ave Nw,NW,WARD 7,Z2.1.C.03,CALGARY - NOSEHILL,T2M,41,T2M,CAP,CAPITOL HILL,8250064.00
389,PARTY CITY,50.9621858,-114.0707877,clothing_store,"clothing_store,establishment,home_goods_store,point_of_interest,store","9950 Macleod Trail, Calgary, AB T2J 3K9, Canada",N,N,N,Y,T2J3K9,9950 Macleod Trail,SE,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2J,37,T2J,WIL,WILLOW PARK,8250005.00
390,PATHWAYS COMMUNITY SERVICES,51.0812478,-114.1859565,establishment,"establishment,point_of_interest","6919 32 Ave NW #103, Calgary, AB T3B 0K5, Canada",N,N,Y,Y,T3B0K5,6919 32 Ave NW #103,NW,WARD 1,Z2.1.E.05,CALGARY - WEST BOW,T3B,156,T3B,BOW,BOWNESS,8250050.01
391,PATHWAYS WELLNESS CENTER,51.0925468,-114.1525492,establishment,"establishment,health,point_of_interest","4603 Varsity Dr NW #202, Calgary, AB T3A 2V7, Canada",N,N,N,Y,T3A2V7,4603 Varsity Dr NW #202,NW,WARD 1,Z2.1.D.04,CALGARY - LOWER NW,T3A,155,T3A,VAR,VARSITY,8250066.02
392,PDD PERSONS WITH DEVELOPMENTAL DISABILITIES,50.9767365,-114.0703448,establishment,"establishment,point_of_interest","8500 Macleod Trail, Calgary, AB T2H 2N1, Canada",N,N,N,Y,T2H2N1,8500 Macleod Trail,SE,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2V,149,T2V,ACA,ACADIA,8250010.00
393,PEER GUIDANCE,51.147015,-114.1834645,establishment,"establishment,point_of_interest","849 Citadel Way NW, Calgary, AB T3G 4Y1, Canada",N,N,N,Y,T3G4Y1,849 Citadel Way NW,NW,WARD 2,Z2.1.A.01,CALGARY - UPPER NW,T3G,9,T3G,CIT,CITADEL,8250077.23
1020,PETER COYLE PLACE,51.0027703,-114.0719128,"",Mental health service (google maps),"5700 3 St SW, Calgary, AB T2H 0A1","","","","",T2H0A1,5700 3 St SW,SW,WARD 11,Z2.4.D.04,CALGARY - ELBOW,T2V,149,T2V,WND,WINDSOR PARK,8250029.00
394,PLAN CALGARY – THE ROAD AHEAD SOCIETY,51.0412425,-114.0672363,establishment,"establishment,point_of_interest","223 12 Ave SW #317, Calgary, AB T2R 0G9, Canada",N,Y,N,N,T2R0G9,223 12 Ave SW #317,SW,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
395,PORTAIL DE L'IMMIGRANT ASSOCIATION,51.0472839,-114.0801046,establishment,"establishment,point_of_interest","840 7 Ave SW #1601, Calgary, AB T2P 3G2, Canada",N,N,N,Y,T2P3G2,840 7 Ave SW #1601,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
1009,POST NATAL HELPERS LTD,50.9855945,-114.082408,establishment,"establishment,point_of_interest","7620 Elbow Dr SW #313, Calgary, AB T2V 1K2, Canada",N,N,N,Y,T2V1K2,7620 Elbow Dr SW #313,SW,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2V,149,T2V,KIN,KINGSLAND,8250013.00
396,POTENTIAL PLACE SOCIETY,51.0425124,-114.0579724,establishment,"establishment,point_of_interest","308 11 Ave SE #210, Calgary, AB T2G 0Y2, Canada",Y,Y,Y,N,T2G0Y2,308 11 Ave SE #210,SE,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,BLN,BELTLINE,8250042.00
397,POVERTY TALKS!,51.0531682,-114.0951391,establishment,"establishment,point_of_interest","119 14 St NW, Calgary, AB T2N 1Z6, Canada",N,N,N,Y,T2N1Z6,119 14 St NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,HIL,HILLHURST,8250057.00
398,PRAIRIE BAILIFF SERVICES,50.9427011,-113.9726839,establishment,"establishment,point_of_interest","4291 120 Ave SE, Calgary, AB T2Z 4J7, Canada",N,N,N,Y,T2Z4J7,4291 120 Ave SE,SE,WARD 12,Z2.3.B.02,CALGARY - SE,T2Z,154,T2Z,ESH,EAST SHEPARD INDUSTRIAL,8250002.04
399,"PREGNANCY & INFANT LOSS SUPPORT CENTRE ,Calgary, AB, CA",51.0441407,-114.1008081,establishment,Non-profit organization (google maps),"1725 10 Ave SW #300, Calgary, AB T3C 0K1","","","","",T3C0K1,1725 10 Ave SW #300,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T3C,7,T3C,SNA,SUNALTA,8250046.02
400,PREVENTOUS COLLABORATIVE HEALTH,51.0375954,-114.0998115,beauty_salon,"beauty_salon,establishment,hair_care,health,point_of_interest","1635 17 Ave SW, Calgary, AB T2T 0E5, Canada",N,N,N,Y,T2T0E5,1635 17 Ave SW,SW,WARD 8,Z2.4.C.03,CALGARY - CENTRE WEST,T2T,111,T2T,BNK,BANKVIEW,8250026.00
401,PROCOM,51.0444004,-114.0672783,establishment,"establishment,point_of_interest","215 9 Ave SW Suite 310, Calgary, AB T2P 1K3, Canada",N,N,N,Y,T2P1K3,215 9 Ave SW Suite 310,SW,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
402,PROSPECT HUMAN SERVICES SOCIETY,51.0472114,-114.0820097,establishment,"establishment,point_of_interest","910 7 Ave SW, Calgary, AB T2P 3N8, Canada",Y,Y,Y,Y,T2P3N8,910 7 Ave SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250046.01
403,PROVIDENCE CHILD DEVELOPMENT SOCIETY,51.1003,-113.957554,establishment,"establishment,point_of_interest,school","116 Falsby Way NE, Calgary, AB T3J 1C4, Canada",Y,Y,Y,N,T3J1C4,116 Falsby Way NE,NE,WARD 5,Z2.2.A.01,CALGARY - UPPER NE,T3J,83,T3J,FAL,FALCONRIDGE,8250038.17
406,Q CENTRE: THE SU CENTRE FOR SEXUAL AND GENDER DIVERSITY,51.0784387,-114.1303797,establishment,"establishment,point_of_interest,school","2500 University Dr NW, Calgary, AB T2N 4V8, Canada",N,N,N,Y,T2N4V8,2500 University Dr NW,NW,WARD 7,Z2.1.D.04,CALGARY - LOWER NW,T2N,105,T2N,UOC,UNIVERSITY OF CALGARY,8250066.01
407,RABBONI SUPPORT SERVICE,51.1215332,-113.9393458,establishment,"establishment,point_of_interest","130 Taravista Dr NE, Calgary, AB T3J 4T1, Canada",N,N,N,Y,T3J4T1,130 Taravista Dr NE,NE,WARD 5,Z2.2.A.01,CALGARY - UPPER NE,T3J,83,T3J,TAR,TARADALE,8250038.33
408,RECOVERY ACRES (CALGARY) SOCIETY / 1835 HOUSE / CARE FOR WOMEN,51.0292933,-114.1040636,establishment,"establishment,health,point_of_interest","1835 27 Ave SW, Calgary, AB T2T 1H2, Canada",N,Y,Y,N,T2T1H2,1835 27 Ave SW,SW,WARD 8,Z2.4.C.03,CALGARY - CENTRE WEST,T2T,111,T2T,SOC,SOUTH CALGARY,8250025.00
409,RECOVERY CALGARY,51.0467396,-114.0671151,establishment,"establishment,health,point_of_interest","131 7 Ave SW, Calgary, AB T2P 0W5, Canada",N,N,N,Y,T2P0W5,131 7 Ave SW,SW,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
410,REDEFIN’D CALGARY,51.0916018,-114.2004839,establishment,"establishment,point_of_interest","7904 43 Ave NW, Calgary, AB T3B 4P9, Canada",N,Y,N,N,T3B4P9,7904 43 Ave NW,NW,WARD 1,Z2.1.E.05,CALGARY - WEST BOW,T3B,156,T3B,BOW,BOWNESS,8250051.00
411,REHOBOTH CHRISTIAN ASSN,51.0863144,-113.9942728,establishment,"establishment,point_of_interest","3740 27 St NE, Calgary, AB T1Y 5E2, Canada",N,N,N,Y,T1Y5E2,3740 27 St NE,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T3J,83,T3J,HOR,HORIZON,8250038.31
412,RENTAL HOUSE CALGARY - RENTAL REAL ESTATE | AMPMPROPERTIES,51.043058,-114.219286,establishment,"establishment,point_of_interest,real_estate_agency","58 Aspen Hills Way SW, Calgary, AB T3H 0G6, Canada",N,N,N,Y,T3H0G6,58 Aspen Hills Way SW,SW,WARD 6,Z2.4.A.01,CALGARY - WEST,T3H,82,T3H,ASP,ASPEN WOODS,8250050.09
413,RESET SOCIETY OF CALGARY,50.9892529,-114.0680755,establishment,"establishment,point_of_interest","7220 Fisher St SE #260, Calgary, AB T2H 2H8, Canada",Y,Y,N,N,T2H2H8,7220 Fisher St SE #260,SE,WARD 9,Z2.4.E.05,CALGARY - FISH CREEK,T2H,35,T2H,FVI,FAIRVIEW INDUSTRIAL,8250012.00
415,ROOT DISABILITY SERVICES,51.0489167,-114.0706414,establishment,"establishment,point_of_interest","400 5 Ave SW Suite 300, Calgary, AB T2P 0L6, Canada",N,N,N,Y,T2P0L6,400 5 Ave SW Suite 300,SW,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
418,ROZSA FOUNDATION,51.0273013,-114.1007659,establishment,"establishment,point_of_interest","1721 29 Ave SW Suite 490, Calgary, AB T2T 6T7, Canada",Y,N,N,Y,T2T6T7,1721 29 Ave SW Suite 490,SW,WARD 8,Z2.4.C.03,CALGARY - CENTRE WEST,T2T,111,T2T,SOC,SOUTH CALGARY,8250024.00
420,SAFE HAVEN FOUNDATION OF CANADA,50.985664,-114.0823923,establishment,"establishment,point_of_interest","7620 Elbow Dr SW, Calgary, AB T2V 1K2, Canada",N,Y,Y,Y,T2V1K2,7620 Elbow Dr SW,SW,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2V,149,T2V,KIN,KINGSLAND,8250013.00
421,SAGESSE DOMESTIC VIOLENCE PREVENTION SOCIETY,51.0384256,-114.0640712,establishment,"establishment,point_of_interest","1509 Centre St S, Calgary, AB T2G 2E6, Canada",Y,N,N,Y,T2G2E6,1509 Centre St S,SW,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2S,110,T2S,BLN,BELTLINE,8250031.00
422,SAINT JUDE’S HEALTH MANAGEMENT INSTITUTE,51.0389221,-114.0690303,establishment,"establishment,point_of_interest","310 15 Ave SW, Calgary, AB T2R 0P8, Canada",N,Y,Y,N,T2R0P8,310 15 Ave SW,SW,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250031.00
1007,SAIT HEALTH SERVICES CLINIC,51.0642711,-114.0856487,establishment,"establishment,health,point_of_interest","136 Dr Carpenter Cir NW, Calgary, AB T2M 4W7, Canada",N,N,N,Y,T2M4W7,136 Dr Carpenter Cir NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,HIL,HILLHURST,8250057.00
423,SALVATION ARMY AGAPÉ HOSPICE,51.0600821,-114.0913009,establishment,"establishment,health,point_of_interest","1302 8 Ave NW, Calgary, AB T2N 1B8, Canada",N,Y,Y,N,T2N1B8,1302 8 Ave NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,HIL,HILLHURST,8250057.00
424,SALVATION ARMY THE,51.0388241,-114.1315981,establishment,"establishment,point_of_interest","3105 15 Ave SW, Calgary, AB T3C 3W7, Canada",N,N,Y,N,T3C3W7,3105 15 Ave SW,SW,WARD 8,Z2.4.A.01,CALGARY - WEST,T3C,7,T3C,SHG,SHAGANAPPI,8250047.00
426,"SANDER DEETH, REGISTERED PSYCHOLOGIST",51.042996,-114.0761603,establishment,"establishment,health,point_of_interest","638 11 Ave SW #306, Calgary, AB T2R 0E2, Canada",N,N,N,Y,T2R0E2,638 11 Ave SW #306,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
427,SCA COMMUNITY ASSOCIATION,51.047298,-114.180019,establishment,"establishment,point_of_interest","277 Strathcona Dr SW, Calgary, AB T3H 2A4, Canada",N,N,N,Y,T3H2A4,277 Strathcona Dr SW,SW,WARD 6,Z2.4.A.01,CALGARY - WEST,T3H,82,T3H,STR,STRATHCONA PARK,8250049.02
428,SCOTT VENTURO RUDAKOFF LLP,51.0506286,-114.0663733,establishment,"establishment,lawyer,point_of_interest","222 3 Ave SW #1500, Calgary, AB T2P 0B4, Canada",N,N,N,Y,T2P0B4,222 3 Ave SW #1500,SW,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,CHN,CHINATOWN,8250043.00
429,SE CALGARY COMMUNITY RESOURCE CENTER,50.9851278,-113.9961372,establishment,"establishment,point_of_interest","2734 76 Ave SE, Calgary, AB T2C 4W9, Canada",N,N,N,Y,T2C4W9,2734 76 Ave SE,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2C,3,T2C,OGD,OGDEN,8250033.02
430,SENIORS LIVING BETTER,51.080874,-114.15567,establishment,"establishment,point_of_interest","4808 Montana Dr NW, Calgary, AB T3B 1G1, Canada",N,N,N,Y,T3B1G1,4808 Montana Dr NW,NW,WARD 7,Z2.1.E.05,CALGARY - WEST BOW,T3B,156,T3B,MON,MONTGOMERY,8250053.00
431,SERENITY NOW WELLNESS CENTRE,51.034884,-114.0182909,establishment,"establishment,gym,health,point_of_interest","1934 9 Ave SE, Calgary, AB T2G 0V2, Canada",N,N,N,Y,T2G0V2,1934 9 Ave SE,SE,WARD 9,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,ING,INGLEWOOD,8250034.00
432,SERVICE CANADA,51.0849816,-113.9559752,establishment,"establishment,point_of_interest","5401 Temple Dr NE #116, Calgary, AB T1Y 3R7, Canada",N,N,N,Y,T1Y3R7,5401 Temple Dr NE #116,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T1Y,172,T1Y,TEM,TEMPLE,8250038.14
433,SERVICE CANADA CENTRE,51.0849816,-113.9559752,establishment,"establishment,point_of_interest","5401 Temple Dr NE #116, Calgary, AB T1Y 3R7, Canada",N,N,N,Y,T1Y3R7,5401 Temple Dr NE #116,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T1Y,172,T1Y,TEM,TEMPLE,8250038.14
435,SHALEM MANOR,51.0282627,-114.1605773,establishment,"establishment,point_of_interest","3010 51 St SW Suite 101, Calgary, AB T3E 6V8, Canada",N,N,N,Y,T3E6V8,3010 51 St SW Suite 101,SW,WARD 6,Z2.4.C.03,CALGARY - CENTRE WEST,T3E,8,T3E,GBK,GLENBROOK,8250017.01
437,SHOCK TRAUMA AIR RESCUE SERVICE FOUNDATION (STARS),51.1001126,-114.027803,establishment,"establishment,health,point_of_interest","1441 Aviation Park NE, Calgary, AB T2E 8M7, Canada",N,Y,Y,N,T2E8M7,1441 Aviation Park NE,NE,WARD 5,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,CIA,CALGARY INTERNATIONAL AIRPORT,8250061.00
438,SILVERA FOR SENIORS,50.9908948,-114.0728562,establishment,"establishment,point_of_interest","7015 Macleod Trail SW #804, Calgary, AB T2H 2K6, Canada",N,Y,Y,Y,T2H2K6,7015 Macleod Trail SW #804,SW,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2V,149,T2V,KIN,KINGSLAND,8250013.00
439,SIMON HOUSE RESIDENCE SOCIETY,51.0808799,-114.1736458,establishment,"establishment,health,point_of_interest","5819 Bowness Rd NW, Calgary, AB T3B 0C5, Canada",Y,Y,Y,Y,T3B0C5,5819 Bowness Rd NW,NW,WARD 1,Z2.1.E.05,CALGARY - WEST BOW,T3B,156,T3B,BOW,BOWNESS,8250050.01
440,SIMPLY COUNSELLING SERVICES INC.,51.141679,-114.072897,establishment,"establishment,health,point_of_interest","70 Country Hills Landing NW suite 108, Calgary, AB T3K 2L2, Canada",N,N,N,Y,T3K2L2,70 Country Hills Landing NW suite 108,NW,WARD 3,Z2.1.B.02,CALGARY - NORTH,T3K,158,T3K,COU,COUNTRY HILLS,8250076.20
441,SKIPPING STONE FOUNDATION,51.0646152,-114.0621499,establishment,"establishment,point_of_interest","108 13 Ave NE #201, Calgary, AB T2E 2R9, Canada",N,N,N,Y,T2E2R9,108 13 Ave NE #201,NE,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2E,4,T2E,CRE,CRESCENT HEIGHTS,8250059.00
442,SKIPTHEDEPOT,51.0376584,-114.0866966,establishment,"establishment,point_of_interest","1039 17 Ave SW, Calgary, AB T2M 0B1, Canada",N,N,N,Y,T2M0B1,1039 17 Ave SW,SW,WARD 8,Z2.4.D.04,CALGARY - ELBOW,T2T,111,T2T,LMR,LOWER MOUNT ROYAL,8250027.00
444,SOCIETY FOR TREATMENT OF AUTISM,50.9688748,-114.0607479,establishment,"establishment,point_of_interest","404 94 Ave SE, Calgary, AB T2J 0E8, Canada",N,Y,Y,N,T2J0E8,404 94 Ave SE,SE,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2J,37,T2J,ACA,ACADIA,8250010.00
445,SOLUTIONS FOR LIFE MANAGEMENT,51.0239958,-114.1689704,establishment,"establishment,health,point_of_interest","Signal Hill Mews SW, Calgary, AB T3H 2V1, Canada",N,N,N,Y,T3H2V1,Signal Hill Mews SW,SW,WARD 6,Z2.4.A.01,CALGARY - WEST,T3H,82,T3H,SIG,SIGNAL HILL,8250017.05
449,SOUTH WEST COMMUNITIES RESOURCE CENTRE SOCIETY (SWCRC),50.9626975,-114.1206091,establishment,"establishment,point_of_interest","2580 Southland Dr SW, Calgary, AB T2V 4J8, Canada",N,Y,Y,N,T2V4J8,2580 Southland Dr SW,SW,WARD 11,Z2.4.D.04,CALGARY - ELBOW,T2V,149,T2V,OAK,OAKRIDGE,8250007.03
450,ST. JONN AMBULANCE – ALBERTA COUNCIL,51.1174696,-114.0396007,establishment,"establishment,point_of_interest","7236 10 St NE, Calgary, AB T2E 8X3, Canada",N,Y,Y,N,T2E8X3,7236 10 St NE,NE,WARD 5,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,DBC,DEERFOOT BUSINESS CENTRE,8250061.00
451,STAFFORD HOUSE CALGARY,51.0482439,-114.0806235,establishment,"establishment,point_of_interest","840 6 Ave SW #100, Calgary, AB T2P 3E5, Canada",N,N,N,Y,T2P3E5,840 6 Ave SW #100,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
452,STARS AIR AMBULANCE,51.1001126,-114.027803,establishment,"establishment,health,point_of_interest","1441 Aviation Park NE, Calgary, AB T2E 8M7, Canada",N,N,N,Y,T2E8M7,1441 Aviation Park NE,NE,WARD 5,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,CIA,CALGARY INTERNATIONAL AIRPORT,8250061.00
454,STRESS AND SLEEP,51.0753362,-114.1292481,establishment,"establishment,health,point_of_interest","2500 University Dr NW, Calgary, AB T2N 1N4, Canada",N,N,N,Y,T2N1N4,2500 University Dr NW,NW,WARD 7,Z2.1.D.04,CALGARY - LOWER NW,T2N,105,T2N,UOC,UNIVERSITY OF CALGARY,8250066.01
455,STRESS ENGINEERING SERVICES CANADA,50.9419415,-113.9760017,establishment,"establishment,point_of_interest","12111 40 St SE Suite 125, Calgary, AB T2Z 4E6, Canada",N,N,N,Y,T2Z4E6,12111 40 St SE Suite 125,SE,WARD 12,Z2.3.B.02,CALGARY - SE,T2Z,154,T2Z,ESH,EAST SHEPARD INDUSTRIAL,8250002.04
457,STRESSCASE,51.0803791,-114.0731415,establishment,"establishment,point_of_interest,store","3119 4a St NW, Calgary, AB T2M 3B5, Canada",N,N,N,Y,T2M3B5,3119 4a St NW,NW,WARD 7,Z2.1.C.03,CALGARY - NOSEHILL,T2K,38,T2K,MOP,MOUNT PLEASANT,8250071.00
458,STUDENT LEGAL ASSISTANCE,51.0753362,-114.1292481,establishment,"establishment,point_of_interest","2500 University Dr NW, Calgary, AB T2N 1N4, Canada",N,N,Y,Y,T2N1N4,2500 University Dr NW,NW,WARD 7,Z2.1.D.04,CALGARY - LOWER NW,T2N,105,T2N,UOC,UNIVERSITY OF CALGARY,8250066.01
1017,SUNGARD RECOVERY SVC LTD,51.0469846,-114.0697821,car_repair,"car_repair,establishment,point_of_interest","350 7 Ave SW, Calgary, AB T2P 3N9, Canada",N,N,N,Y,T2P3N9,350 7 Ave SW,SW,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
460,SUNRISE COMMUNITY LINK RESOURCE CENTRE SOCIETY,51.036644,-113.987735,establishment,"establishment,point_of_interest","3303 17 Ave SE, Calgary, AB T2A 0R2, Canada",Y,Y,Y,N,T2A0R2,3303 17 Ave SE,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2B,2,T2B,SOV,SOUTHVIEW,8250035.02
